iso_code,ISO2,continent,location,date,total_tests
URY,UY,South America,Uruguay,8/5/2020,25698
URY,UY,South America,Uruguay,9/5/2020,26838
URY,UY,South America,Uruguay,10/5/2020,27461
URY,UY,South America,Uruguay,11/5/2020,28697
URY,UY,South America,Uruguay,13/5/2020,29500
URY,UY,South America,Uruguay,14/5/2020,30209
URY,UY,South America,Uruguay,15/5/2020,31209
URY,UY,South America,Uruguay,16/5/2020,32225
URY,UY,South America,Uruguay,17/5/2020,33036
URY,UY,South America,Uruguay,18/5/2020,33861
URY,UY,South America,Uruguay,19/5/2020,34384
URY,UY,South America,Uruguay,20/5/2020,34794
URY,UY,South America,Uruguay,22/5/2020,35537
URY,UY,South America,Uruguay,23/5/2020,37178
URY,UY,South America,Uruguay,25/5/2020,38146
URY,UY,South America,Uruguay,26/5/2020,38695
URY,UY,South America,Uruguay,27/5/2020,39469
URY,UY,South America,Uruguay,28/5/2020,40229
URY,UY,South America,Uruguay,29/5/2020,41469
URY,UY,South America,Uruguay,30/5/2020,42624
URY,UY,South America,Uruguay,31/5/2020,43479
URY,UY,South America,Uruguay,2/6/2020,44511
URY,UY,South America,Uruguay,3/6/2020,45226
URY,UY,South America,Uruguay,4/6/2020,45777
URY,UY,South America,Uruguay,5/6/2020,46512
URY,UY,South America,Uruguay,6/6/2020,47433
URY,UY,South America,Uruguay,7/6/2020,48029
URY,UY,South America,Uruguay,8/6/2020,48432
URY,UY,South America,Uruguay,9/6/2020,48896
URY,UY,South America,Uruguay,10/6/2020,49653
URY,UY,South America,Uruguay,11/6/2020,50473
URY,UY,South America,Uruguay,12/6/2020,51313
URY,UY,South America,Uruguay,13/6/2020,52078
URY,UY,South America,Uruguay,14/6/2020,52862
URY,UY,South America,Uruguay,15/6/2020,53265
URY,UY,South America,Uruguay,16/6/2020,53725
URY,UY,South America,Uruguay,17/6/2020,54486
